S99	Q159	score=0.6925	SAME	資料問:大腿四頭筋	アプリ問:大腿四頭筋を構成する筋を4つ答えよ。	資料答:大腿直筋、外側広筋、中間広筋、内側広筋	アプリ答:大腿直筋／外側広筋／中間広筋／内側広筋
S107	Q190	score=0.8042	SAME	資料問:下腿三頭筋をつくる筋	アプリ問:下腿三頭筋をなす筋を3つ答えよ。	資料答:腓腹筋、ヒラメ筋、足底筋	アプリ答:腓腹筋／ヒラメ筋／足底筋
S112	Q203	score=0.6667	SAME	資料問:足底の筋について、第1層の筋	アプリ問:足底の筋うち第1層の筋を3つ答えよ。	資料答:母趾外転筋、短趾屈筋、小趾外転筋	アプリ答:母趾外転筋／短趾屈筋／小趾外転筋
S130	Q230	score=0.8042	SAME	資料問:大腿動脈の枝	アプリ問:大腿動脈の枝を5つ答えよ。	資料答:浅腹壁動脈、浅腸骨回旋動脈、外陰部動脈、大腿深動脈、下行膝動脈	アプリ答:浅腹壁動脈／浅腸骨回旋動脈／外陰部動脈／大腿深動脈／下行膝動脈
S131	Q231	score=0.8294	SAME	資料問:大腿深動脈の枝	アプリ問:大腿深動脈の枝を3つ答えよ。	資料答:内側大腿回旋動脈、外側大腿回旋動脈、貫通動脈	アプリ答:内側大腿回旋動脈／外側大腿回旋動脈／貫通動脈
S134	Q232	score=0.6976	DIFF	資料問:前脛骨動脈の枝	アプリ問:後脛骨動脈の枝を3つ答えよ。	資料答:足背動脈、弓状動脈	アプリ答:腓骨動脈／内側足底動脈／外側足底動脈
S135	Q232	score=0.8294	DIFF	資料問:後脛骨動脈の枝	アプリ問:後脛骨動脈の枝を3つ答えよ。	資料答:腓骨動脈、内側・外側足底動脈	アプリ答:腓骨動脈／内側足底動脈／外側足底動脈
S140	Q238	score=0.5924	SAME	資料問:仙骨神経叢の4つの神経	アプリ問:仙骨神経叢の枝を4つ答えよ。	資料答:上殿神経、下殿神経、後大腿皮神経、坐骨神経	アプリ答:上殿神経／下殿神経／後大腿皮神経／坐骨神経
S141	Q239	score=0.8042	SAME	資料問:坐骨神経の枝	アプリ問:坐骨神経の枝を2つ答えよ。	資料答:総腓骨神経、脛骨神経	アプリ答:総腓骨神経／脛骨神経
S142	Q240	score=0.8294	SAME	資料問:総腓骨神経の枝	アプリ問:総腓骨神経の枝を3つ答えよ。	資料答:外側腓腹皮神経、浅腓骨神経、深腓骨神経	アプリ答:外側腓腹皮神経／浅腓骨神経／深腓骨神経
S149	Q247	score=0.62	DIFF	資料問:頭蓋と脊柱の連結	アプリ問:頭蓋と脊柱の連結をする靭帯を4つ答えよ。	資料答:環椎後頭関節、環軸関節（正中環軸関節、外側環軸関節）、蓋膜、環椎十字靭帯（環椎横靭帯、縦束）、翼状靭帯、歯尖靭帯	アプリ答:蓋膜／環椎十字靭帯／翼状靭帯／歯尖靭帯
S156	Q254	score=0.725	SAME	資料問:後頭下筋4つ	アプリ問:後頭下筋を4つ答えよ。	資料答:大後頭直筋、小後頭直筋、上頭斜筋、下頭斜筋	アプリ答:大後頭直筋／小後頭直筋／上頭斜筋／下頭斜筋
S157	Q255	score=0.6162	DIFF	資料問:後頭下三角を構成する筋、ここを通る血管・神経	アプリ問:後頭下三角をつくる筋を3つ答えよ。	資料答:大後頭直筋、上頭斜筋、下頭斜筋/椎骨動脈、後頭下神経	アプリ答:大後頭直筋／上頭斜筋／下頭斜筋
S176	Q300	score=0.8694	SAME	資料問:心臓壁の3層	アプリ問:心臓壁の3層を答えよ。	資料答:心内膜、心筋層、心外膜	アプリ答:心内膜／心筋層／心外膜
S181	Q303	score=0.8767	DIFF	資料問:冠状静脈洞に注ぐ静脈	アプリ問:冠状静脈洞に注ぐ静脈を5つ答えよ。	資料答:大・中・小心臓動脈、左心室後静脈、左心房後静脈	アプリ答:大心臓静脈／中心臓静脈／小心臓静脈／左心室後静脈／左心房後静脈
S182	Q304	score=0.6218	SAME	資料問:直接心房又は心室の内腔に注ぐ小静脈	アプリ問:直接に心房また心室内腔に注ぐ小静脈を2つ答えよ。	資料答:前心臓静脈、細小心臓静脈	アプリ答:前心臓静脈／細小心臓静脈
S189	Q316	score=0.8042	DIFF	資料問:大動脈弓の枝	アプリ問:大動脈弓の枝を3つ答えよ。	資料答:腕頭動脈、左総頸動脈、左鎖骨下動脈	アプリ答:腕頭動脈／左総頚動脈／左鎖骨下動脈
S191	Q319	score=0.59	SAME	資料問:奇静脈系	アプリ問:奇静脈系をなす静脈を3つ答えよ。	資料答:奇静脈、半奇静脈、副半奇静脈	アプリ答:奇静脈／半奇静脈／副半奇静脈
S192	Q320	score=0.8	SAME	資料問:奇静脈、半奇静脈に注ぐ静脈	アプリ問:奇静脈と半奇静脈に注ぐ静脈を6つ答えよ。	資料答:肋間静脈、食道静脈、気管支静脈、心膜静脈、縦隔静脈、上横隔静脈	アプリ答:肋間静脈／食道静脈／気管支静脈／心膜静脈／縦隔静脈／上横隔静脈
S195	Q328	score=0.7187	DIFF	資料問:鼡径靭帯の内側端の近くで、靭帯の繊維の一部は後下方に向かって放散し恥骨上縁についた血管裂孔の内側端	アプリ問:鼡径靭帯の内側端の近くで、靭帯の線維の一部が後下方に向かって放散して恥骨上縁に付き、血管裂孔の内側縁をつくる靭帯をなんというか。	資料答:裂孔靭帯	アプリ答:裂孔靱帯
S196	Q329	score=0.7351	DIFF	資料問:鼡径靭帯の内側部から正中線上の白線に向かって斜め上方向に走る繊維束	アプリ問:鼡径靭帯の内側部から正中線上の白線に向かって斜め上方に弓状に走る靭帯をなんというか。	資料答:反転靭帯	アプリ答:反転靱帯
S200	Q336	score=0.77	SAME	資料問:後腹壁の筋	アプリ問:後腹壁の筋を3つ答えよ。	資料答:腸骨筋、大腰筋、腰方形筋	アプリ答:腸骨筋／大腰筋／腰方形筋
S215	Q359	score=0.8958	SAME	資料問:肝臓に血液を供給する血管	アプリ問:肝臓に血液を供給する血管を2つ答えよ。	資料答:固有肝動脈、門脈	アプリ答:固有肝動脈／門脈
S218	Q361	score=0.9155	DIFF	資料問:門脈と大静脈とを結ぶ側副血行路	アプリ問:門脈と大静脈とを結ぶ側副血行路を4つ答えよ。	資料答:門脈ー奇静脈ー上大静脈／門脈ー直腸静脈ー下大静脈／門脈ー臍傍静脈ー前腹壁の皮静脈ー大静脈／門脈ー腹膜後隙における静脈ー下大静脈	アプリ答:①門脈ー奇静脈ー上大静脈／②門脈ー直腸静脈ー下大静脈／③門脈ー臍傍静脈ー前腹壁皮静脈ー大静脈／④門脈ー腹膜後隙における静脈ー下大静脈
S179	Q363	score=0.7601	DIFF	資料問:心臓に分布する動脈	アプリ問:膵臓に分布する動脈を3つ答えよ。	資料答:右冠状動脈、左冠状動脈	アプリ答:上膵十二指腸動脈／下膵十二指腸動脈／脾動脈
S222	Q363	score=0.8641	DIFF	資料問:膵臓に分布する動脈	アプリ問:膵臓に分布する動脈を3つ答えよ。	資料答:上・下膵十二指腸動脈、脾動脈	アプリ答:上膵十二指腸動脈／下膵十二指腸動脈／脾動脈
S226	Q367	score=0.5876	SAME	資料問:前腹壁内面の下部に見られるくぼみ3つ	アプリ問:前腹壁内面の下部で、前腹壁内側の腹膜ヒダと間に見られるくぼみを3つ答えよ。	資料答:膀胱上窩、内側鼡径窩、外側鼡径窩	アプリ答:膀胱上窩／内側鼡径窩／外側鼡径窩
S231	Q373	score=0.8042	SAME	資料問:腹腔動脈の枝	アプリ問:腹腔動脈の枝を3つ答えよ。	資料答:左胃動脈、脾動脈、総肝動脈	アプリ答:左胃動脈／脾動脈／総肝動脈
S232	Q374	score=0.77	SAME	資料問:脾動脈の枝	アプリ問:脾動脈の枝を4つ答えよ。	資料答:左胃大網動脈、短胃動脈、膵枝、脾枝	アプリ答:左胃大網動脈／短胃動脈／膵枝／脾枝
S233	Q375	score=0.8042	SAME	資料問:総肝動脈の枝	アプリ問:総肝動脈の枝を3つ答えよ。	資料答:固有肝動脈、右胃動脈、胃十二指腸動脈	アプリ答:固有肝動脈／右胃動脈／胃十二指腸動脈
S234	Q377	score=0.8641	SAME	資料問:胃十二指腸動脈の枝	アプリ問:胃十二指腸動脈の枝を2つ答えよ。	資料答:右胃大網動脈、上膵十二指腸動脈	アプリ答:右胃大網動脈／上膵十二指腸動脈
S235	Q378	score=0.8487	DIFF	資料問:上腸間膜動脈の枝	アプリ問:上腸間膜動脈の枝を6つ答えよ。	資料答:下膵十二指腸動脈、空腸・回腸動脈、中結腸動脈、右結腸動脈、回結腸動脈	アプリ答:下膵十二指腸動脈／空腸動脈／回腸動脈／回結腸動脈／右結腸動脈／中結腸動脈
S236	Q379	score=0.8487	SAME	資料問:下腸間膜動脈の枝	アプリ問:下腸間膜動脈の枝を3つ答えよ。	資料答:左結腸動脈、S状結腸動脈、上直腸動脈	アプリ答:左結腸動脈／S状結腸動脈／上直腸動脈
S241	Q385	score=0.6472	DIFF	資料問:恥骨結合を強化する靭帯	アプリ問:恥骨結合の上縁と下縁を強化する靭帯をそれぞれ答えよ。	資料答:上恥骨靭帯、恥骨弓靭帯	アプリ答:上縁：上恥骨靭帯／下縁：恥骨弓靭帯
S242	Q386	score=0.6765	SAME	資料問:仙腸関節を強化する靭帯	アプリ問:仙腸関節の関節包を強化する靭帯を3つ答えよ。	資料答:骨間仙腸靭帯、前仙腸靭帯、後仙腸靭帯	アプリ答:骨間仙腸靭帯／前仙腸靭帯／後仙腸靭帯
S244	Q390	score=0.6127	DIFF	資料問:小坐骨孔を通る血管、神経	アプリ問:小坐骨孔を通るものを3つ答えよ。	資料答:内陰部動静脈、陰部神経	アプリ答:内閉鎖筋腱／内陰部動静脈／陰部神経
S248	Q393	score=0.8641	DIFF	資料問:膀胱を固定する靭帯	アプリ問:膀胱を固定する靭帯を2つ答えよ。	資料答:恥骨膀胱靭帯、恥骨前立腺［膀胱］内側靭帯	アプリ答:恥骨膀胱靭帯／恥骨前立腺内側靭帯／[女性：恥骨膀胱内側靭帯]
S255	Q402	score=0.7335	DIFF	資料問:精巣と精索の被膜（浅い順）	アプリ問:精巣と精索の被膜を4つ答えよ。	資料答:外精筋膜、精巣挙筋膜、内精筋膜、精巣鞘膜	アプリ答:外精筋膜／精巣挙筋膜（挙睾筋膜）／内精筋膜／精巣鞘膜
S259	Q406	score=0.6013	DIFF	資料問:女性生殖器近傍に見られる胎生期の遺残	アプリ問:女性生殖器近傍に見られる3つの胎生期の遺残組織と、それらがなんの遺残かをそれぞれ答えよ。	資料答:卵巣上体、卵巣傍体、ガートナー管	アプリ答:①卵巣上体：中腎管（ウォルフ管）／②卵巣傍体：中腎細管尾側部／③ガートナー管：中腎管
S260	Q407	score=0.5507	DIFF	資料問:子宮を支持・固定する筋、靭帯	アプリ問:子宮を支持する筋を1つと、靭帯を4つ答えよ。	資料答:肛門挙筋、恥骨頸靭帯、子宮頸横靭帯、子宮仙骨靭帯、子宮円索	アプリ答:肛門挙筋／恥骨頚靭帯／子宮頚横靭帯（基靭帯）／子宮仙骨靭帯／子宮円索
S262	Q411	score=0.7267	DIFF	資料問:肛門挙筋	アプリ問:肛門挙筋を3つ答えよ。	資料答:恥骨尾骨筋、腸骨尾骨筋	アプリ答:腸骨尾骨筋／恥骨尾骨筋／恥骨直腸筋
S270	Q420	score=0.8294	DIFF	資料問:内陰部動脈の枝	アプリ問:内陰部動脈の枝を6つ答えよ。	資料答:［共通］下直腸動脈、会陰動脈、尿道動脈／［男性］尿道球動脈、陰茎背動脈、陰茎深動脈／［女性］膣前庭球動脈、陰核背動脈、陰核深動脈	アプリ答:下直腸動脈／会陰動脈／尿道球[膣前庭球]動脈／尿道動脈／陰茎深[陰核深]動脈／陰茎背[陰核背]動脈
S271	Q422	score=0.77	SAME	資料問:臍動脈の枝	アプリ問:臍動脈の枝を2つ答えよ。	資料答:上膀胱動脈、精管動脈	アプリ答:上膀胱動脈／精管動脈
S274	Q425	score=0.6736	DIFF	資料問:骨盤臓器と会陰に分布する神経	アプリ問:仙骨神経叢のうち、骨盤臓器と会陰に分布する神経を2つ答えよ。	資料答:陰部神経、骨盤内臓神経	アプリ答:陰部神経／骨盤内臓神経／（勃起神経）
S275	Q426	score=0.8042	DIFF	資料問:陰部神経の枝	アプリ問:陰部神経の枝を3つ答えよ。	資料答:下直腸神経、会陰神経、陰茎［陰核］背神経	アプリ答:下直腸神経／会陰神経／陰茎背[陰核背]神経
S292	Q427	score=0.6219	DIFF	資料問:顎関節を補強する靭帯	アプリ問:顎関節の外側と内側を補強する靭帯をそれぞれ答えよ。	資料答:外側靭帯、蝶下顎靭帯、茎突下顎靭帯	アプリ答:外側：外側靭帯／内側：蝶下顎靭帯／茎突下顎靭帯
S294	Q432	score=0.6514	DIFF	資料問:咀嚼筋4つ	アプリ問:咀嚼筋を4つ答えよ。	資料答:咬筋、側頭筋、内側翼突筋、外側翼突筋	アプリ答:咬筋／側頭筋／外側翼突筋／内側翼突筋
S302	Q436	score=0.7267	DIFF	資料問:舌骨上筋	アプリ問:舌骨上筋を4つ答えよ。	資料答:顎二腹筋（前腹・後腹）、茎突舌骨筋、顎舌骨筋、オトガイ舌骨筋、	アプリ答:顎二腹筋／顎舌骨筋／茎突舌骨筋／オトガイ舌骨筋
S303	Q440	score=0.7267	SAME	資料問:舌骨下筋	アプリ問:舌骨下筋を4つ答えよ。	資料答:胸骨舌骨筋、肩甲舌骨筋、胸骨甲状筋、甲状舌骨筋	アプリ答:胸骨舌骨筋／肩甲舌骨筋／胸骨甲状筋／甲状舌骨筋
S304	Q442	score=0.6514	DIFF	資料問:椎前筋4つ	アプリ問:椎前筋を4つ答えよ。	資料答:頸長筋、頭長筋、前頭直筋、外側頭直筋	アプリ答:頚長筋／頭長筋／前頭直筋／外側頭直筋
S309	Q452	score=0.6756	DIFF	資料問:オトガイ下三角を構成する筋、及びここを通るもの	アプリ問:オトガイ下三角にあるものを答えよ。	資料答:舌骨体、顎二腹筋前腹、正中線/オトガイ下リンパ節	アプリ答:オトガイ下リンパ節
S312	Q461	score=0.8656	SAME	資料問:頭皮に分布する動脈5つ	アプリ問:頭皮に分布する動脈を5つ答えよ。	資料答:滑車上動脈、眼窩上動脈、浅側頭動脈、後耳介動脈、後頭動脈	アプリ答:滑車上動脈／眼窩上動脈／浅側頭動脈／後耳介動脈／後頭動脈
S331	Q461	score=0.6561	DIFF	資料問:喉頭に分布する動脈	アプリ問:頭皮に分布する動脈を5つ答えよ。	資料答:上喉頭動脈、下喉頭動脈	アプリ答:滑車上動脈／眼窩上動脈／浅側頭動脈／後耳介動脈／後頭動脈
S315	Q478	score=0.6514	SAME	資料問:口蓋筋5つ	アプリ問:口蓋筋を5つ答えよ。	資料答:口蓋帆挙筋、口蓋帆張筋、口蓋垂筋、口蓋舌筋、口蓋咽頭筋	アプリ答:口蓋帆挙筋／口蓋帆張筋／口蓋垂筋／口蓋舌筋／口蓋咽頭筋
S320	Q479	score=0.6514	SAME	資料問:舌乳頭4つ	アプリ問:舌乳頭を4つ答えよ。	資料答:糸状乳頭、茸状乳頭、有郭乳頭、葉状乳頭	アプリ答:糸状乳頭／茸状乳頭／有郭乳頭／葉状乳頭
S321	Q481	score=0.6514	DIFF	資料問:内舌筋4つ	アプリ問:内舌筋を4つ答えよ。	資料答:上・下縦舌筋、垂直舌筋、横舌筋	アプリ答:上縦舌筋／下縦舌筋／横舌筋／垂直舌筋
S322	Q482	score=0.6514	SAME	資料問:外舌筋3つ	アプリ問:外舌筋を3つ答えよ。	資料答:オトガイ舌筋、舌骨舌筋、茎突舌筋	アプリ答:オトガイ舌筋／舌骨舌筋／茎突舌筋
S327	Q486	score=0.6973	DIFF	資料問:咽頭に分布する動脈	アプリ問:咽頭に分布する主な動脈を2つ答えよ。	資料答:上行咽頭動脈、下甲状腺動脈、舌動脈・顎動脈の枝	アプリ答:上行咽頭動脈／下甲状腺動脈
S328	Q487	score=0.725	SAME	資料問:喉頭軟骨6つ	アプリ問:喉頭軟骨を6つ答えよ。	資料答:甲状軟骨、輪状軟骨、披裂軟骨、小角軟骨、楔状軟骨、喉頭蓋軟骨	アプリ答:甲状軟骨／輪状軟骨／披裂軟骨／小角軟骨／楔状軟骨／喉頭蓋軟骨
S329	Q490	score=0.6559	SAME	資料問:咽頭軟骨に見られる関節	アプリ問:喉頭軟骨にみられる関節を2つ答えよ。	資料答:輪状披裂関節、輪状甲状関節	アプリ答:輪状披裂関節／輪状甲状関節
S333	Q496	score=0.8294	DIFF	資料問:鎖骨下動脈の枝	アプリ問:鎖骨下動脈の枝を4つ答えよ。	資料答:椎骨動脈、内胸動脈、甲状頸動脈、肋頸動脈	アプリ答:椎骨動脈／内胸動脈／甲状頚動脈／肋頚動脈
S334	Q497	score=0.6048	DIFF	資料問:甲状頸動脈の枝	アプリ問:甲状頚動脈の枝を3つ答えよ。	資料答:下甲状腺動脈、頸横動脈、肩甲上動脈	アプリ答:下甲状腺動脈／頚横動脈／肩甲上動脈
S341	Q500	score=0.8042	DIFF	資料問:顔面動脈の枝	アプリ問:顔面動脈の枝を5つ答えよ。	資料答:上行口蓋動脈、オトガイ下動脈、上・下唇動脈、眼角動脈	アプリ答:上行口蓋動脈／オトガイ下動脈／下唇動脈／上唇動脈／眼角動脈
S345	Q509	score=0.6976	DIFF	資料問:頸神経叢の皮枝	アプリ問:頚神経叢の皮枝を4つ答えよ。	資料答:小後頭神経、大耳介神経、頸横神経、鎖骨上神経	アプリ答:小後頭神経／大耳介神経／頚横神経／鎖骨上神経
S346	Q510	score=0.6976	DIFF	資料問:頸神経叢の筋枝	アプリ問:頚神経叢の筋枝を2つ答えよ。	資料答:頸神経ワナ、横隔神経	アプリ答:頚神経ワナ／横隔神経
