19	S218	Q361	score=0.9155	margin=0.7415	資料問:門脈と大静脈とを結ぶ側副血行路	アプリ問:門脈と大静脈とを結ぶ側副血行路を4つ答えよ。	資料答:門脈ー奇静脈ー上大静脈／門脈ー直腸静脈ー下大静脈／門脈ー臍傍静脈ー前腹壁の皮静脈ー大静脈／門脈ー腹膜後隙における静脈ー下大静脈	アプリ答:①門脈ー奇静脈ー上大静脈／②門脈ー直腸静脈ー下大静脈／③門脈ー臍傍静脈ー前腹壁皮静脈ー大静脈／④門脈ー腹膜後隙における静脈ー下大静脈
20	S179	Q363	score=0.7601	margin=0.0913	資料問:心臓に分布する動脈	アプリ問:膵臓に分布する動脈を3つ答えよ。	資料答:右冠状動脈、左冠状動脈	アプリ答:上膵十二指腸動脈／下膵十二指腸動脈／脾動脈
21	S222	Q363	score=0.8641	margin=0.1953	資料問:膵臓に分布する動脈	アプリ問:膵臓に分布する動脈を3つ答えよ。	資料答:上・下膵十二指腸動脈、脾動脈	アプリ答:上膵十二指腸動脈／下膵十二指腸動脈／脾動脈
22	S235	Q378	score=0.8487	margin=0.1162	資料問:上腸間膜動脈の枝	アプリ問:上腸間膜動脈の枝を6つ答えよ。	資料答:下膵十二指腸動脈、空腸・回腸動脈、中結腸動脈、右結腸動脈、回結腸動脈	アプリ答:下膵十二指腸動脈／空腸動脈／回腸動脈／回結腸動脈／右結腸動脈／中結腸動脈
23	S241	Q385	score=0.6472	margin=0.2031	資料問:恥骨結合を強化する靭帯	アプリ問:恥骨結合の上縁と下縁を強化する靭帯をそれぞれ答えよ。	資料答:上恥骨靭帯、恥骨弓靭帯	アプリ答:上縁：上恥骨靭帯／下縁：恥骨弓靭帯
24	S244	Q390	score=0.6127	margin=0.2192	資料問:小坐骨孔を通る血管、神経	アプリ問:小坐骨孔を通るものを3つ答えよ。	資料答:内陰部動静脈、陰部神経	アプリ答:内閉鎖筋腱／内陰部動静脈／陰部神経
25	S248	Q393	score=0.8641	margin=0.4446	資料問:膀胱を固定する靭帯	アプリ問:膀胱を固定する靭帯を2つ答えよ。	資料答:恥骨膀胱靭帯、恥骨前立腺［膀胱］内側靭帯	アプリ答:恥骨膀胱靭帯／恥骨前立腺内側靭帯／[女性：恥骨膀胱内側靭帯]
26	S255	Q402	score=0.7335	margin=0.5886	資料問:精巣と精索の被膜（浅い順）	アプリ問:精巣と精索の被膜を4つ答えよ。	資料答:外精筋膜、精巣挙筋膜、内精筋膜、精巣鞘膜	アプリ答:外精筋膜／精巣挙筋膜（挙睾筋膜）／内精筋膜／精巣鞘膜
27	S259	Q406	score=0.6013	margin=0.2753	資料問:女性生殖器近傍に見られる胎生期の遺残	アプリ問:女性生殖器近傍に見られる3つの胎生期の遺残組織と、それらがなんの遺残かをそれぞれ答えよ。	資料答:卵巣上体、卵巣傍体、ガートナー管	アプリ答:①卵巣上体：中腎管（ウォルフ管）／②卵巣傍体：中腎細管尾側部／③ガートナー管：中腎管
28	S260	Q407	score=0.5507	margin=0.1572	資料問:子宮を支持・固定する筋、靭帯	アプリ問:子宮を支持する筋を1つと、靭帯を4つ答えよ。	資料答:肛門挙筋、恥骨頸靭帯、子宮頸横靭帯、子宮仙骨靭帯、子宮円索	アプリ答:肛門挙筋／恥骨頚靭帯／子宮頚横靭帯（基靭帯）／子宮仙骨靭帯／子宮円索
29	S270	Q420	score=0.8294	margin=0.4044	資料問:内陰部動脈の枝	アプリ問:内陰部動脈の枝を6つ答えよ。	資料答:［共通］下直腸動脈、会陰動脈、尿道動脈／［男性］尿道球動脈、陰茎背動脈、陰茎深動脈／［女性］膣前庭球動脈、陰核背動脈、陰核深動脈	アプリ答:下直腸動脈／会陰動脈／尿道球[膣前庭球]動脈／尿道動脈／陰茎深[陰核深]動脈／陰茎背[陰核背]動脈
30	S275	Q426	score=0.8042	margin=0.4486	資料問:陰部神経の枝	アプリ問:陰部神経の枝を3つ答えよ。	資料答:下直腸神経、会陰神経、陰茎［陰核］背神経	アプリ答:下直腸神経／会陰神経／陰茎背[陰核背]神経
31	S292	Q427	score=0.6219	margin=0.2894	資料問:顎関節を補強する靭帯	アプリ問:顎関節の外側と内側を補強する靭帯をそれぞれ答えよ。	資料答:外側靭帯、蝶下顎靭帯、茎突下顎靭帯	アプリ答:外側：外側靭帯／内側：蝶下顎靭帯／茎突下顎靭帯
32	S294	Q432	score=0.6514	margin=0.5114	資料問:咀嚼筋4つ	アプリ問:咀嚼筋を4つ答えよ。	資料答:咬筋、側頭筋、内側翼突筋、外側翼突筋	アプリ答:咬筋／側頭筋／外側翼突筋／内側翼突筋
33	S302	Q436	score=0.7267	margin=0.3892	資料問:舌骨上筋	アプリ問:舌骨上筋を4つ答えよ。	資料答:顎二腹筋（前腹・後腹）、茎突舌骨筋、顎舌骨筋、オトガイ舌骨筋、	アプリ答:顎二腹筋／顎舌骨筋／茎突舌骨筋／オトガイ舌骨筋
34	S304	Q442	score=0.6514	margin=0.5114	資料問:椎前筋4つ	アプリ問:椎前筋を4つ答えよ。	資料答:頸長筋、頭長筋、前頭直筋、外側頭直筋	アプリ答:頚長筋／頭長筋／前頭直筋／外側頭直筋
35	S309	Q452	score=0.6756	margin=0.1157	資料問:オトガイ下三角を構成する筋、及びここを通るもの	アプリ問:オトガイ下三角にあるものを答えよ。	資料答:舌骨体、顎二腹筋前腹、正中線/オトガイ下リンパ節	アプリ答:オトガイ下リンパ節
36	S321	Q481	score=0.6514	margin=0.2557	資料問:内舌筋4つ	アプリ問:内舌筋を4つ答えよ。	資料答:上・下縦舌筋、垂直舌筋、横舌筋	アプリ答:上縦舌筋／下縦舌筋／横舌筋／垂直舌筋
37	S327	Q486	score=0.8099	margin=0.1538	資料問:咽頭に分布する動脈	アプリ問:咽頭に分布する動脈を4系統答えよ。	資料答:上行咽頭動脈、下甲状腺動脈、舌動脈・顎動脈の枝	アプリ答:上行咽頭動脈／下甲状腺動脈／舌動脈の枝／顎動脈の枝
38	S331	Q486	score=0.7123	margin=0.0562	資料問:喉頭に分布する動脈	アプリ問:咽頭に分布する動脈を4系統答えよ。	資料答:上喉頭動脈、下喉頭動脈	アプリ答:上行咽頭動脈／下甲状腺動脈／舌動脈の枝／顎動脈の枝
39	S333	Q496	score=0.8294	margin=0.3953	資料問:鎖骨下動脈の枝	アプリ問:鎖骨下動脈の枝を4つ答えよ。	資料答:椎骨動脈、内胸動脈、甲状頸動脈、肋頸動脈	アプリ答:椎骨動脈／内胸動脈／甲状頚動脈／肋頚動脈
40	S334	Q497	score=0.6048	margin=0.1707	資料問:甲状頸動脈の枝	アプリ問:甲状頚動脈の枝を3つ答えよ。	資料答:下甲状腺動脈、頸横動脈、肩甲上動脈	アプリ答:下甲状腺動脈／頚横動脈／肩甲上動脈
41	S341	Q500	score=0.8042	margin=0.2997	資料問:顔面動脈の枝	アプリ問:顔面動脈の枝を5つ答えよ。	資料答:上行口蓋動脈、オトガイ下動脈、上・下唇動脈、眼角動脈	アプリ答:上行口蓋動脈／オトガイ下動脈／下唇動脈／上唇動脈／眼角動脈
42	S345	Q509	score=0.6976	margin=0.2246	資料問:頸神経叢の皮枝	アプリ問:頚神経叢の皮枝を4つ答えよ。	資料答:小後頭神経、大耳介神経、頸横神経、鎖骨上神経	アプリ答:小後頭神経／大耳介神経／頚横神経／鎖骨上神経
43	S346	Q510	score=0.6976	margin=0.2246	資料問:頸神経叢の筋枝	アプリ問:頚神経叢の筋枝を2つ答えよ。	資料答:頸神経ワナ、横隔神経	アプリ答:頚神経ワナ／横隔神経
